'sample interval','MLII','V5'
10432,-0.36,-0.245
10433,-0.35,-0.245
10434,-0.36,-0.235
10435,-0.35,-0.235
10436,-0.35,-0.225
10437,-0.35,-0.24
10438,-0.365,-0.25
10439,-0.37,-0.245
10440,-0.345,-0.235
10441,-0.33,-0.235
10442,-0.345,-0.25
10443,-0.35,-0.245
10444,-0.355,-0.25
10445,-0.355,-0.245
10446,-0.355,-0.25
10447,-0.34,-0.245
10448,-0.335,-0.26
10449,-0.365,-0.26
10450,-0.385,-0.27
10451,-0.385,-0.255
10452,-0.365,-0.24
10453,-0.365,-0.245
10454,-0.365,-0.25
10455,-0.365,-0.27
10456,-0.385,-0.275
10457,-0.395,-0.27
10458,-0.385,-0.25
10459,-0.375,-0.255
10460,-0.365,-0.245
10461,-0.38,-0.265
10462,-0.39,-0.265
10463,-0.375,-0.25
10464,-0.38,-0.255
10465,-0.365,-0.245
10466,-0.37,-0.255
10467,-0.37,-0.265
10468,-0.38,-0.265
10469,-0.38,-0.245
10470,-0.355,-0.245
10471,-0.365,-0.245
10472,-0.365,-0.26
10473,-0.37,-0.255
10474,-0.38,-0.265
10475,-0.375,-0.255
10476,-0.365,-0.24
10477,-0.365,-0.245
10478,-0.37,-0.25
10479,-0.37,-0.245
10480,-0.39,-0.255
10481,-0.385,-0.25
10482,-0.365,-0.24
10483,-0.36,-0.245
10484,-0.365,-0.26
10485,-0.375,-0.255
10486,-0.385,-0.26
10487,-0.39,-0.25
10488,-0.38,-0.23
10489,-0.37,-0.235
10490,-0.375,-0.245
10491,-0.39,-0.25
10492,-0.385,-0.255
10493,-0.385,-0.235
10494,-0.375,-0.25
10495,-0.37,-0.225
10496,-0.375,-0.245
10497,-0.385,-0.25
10498,-0.405,-0.255
10499,-0.385,-0.235
10500,-0.37,-0.225
10501,-0.37,-0.24
10502,-0.36,-0.245
10503,-0.375,-0.255
10504,-0.37,-0.255
10505,-0.375,-0.235
10506,-0.355,-0.23
10507,-0.34,-0.235
10508,-0.345,-0.255
10509,-0.34,-0.255
10510,-0.345,-0.26
10511,-0.325,-0.245
10512,-0.31,-0.225
10513,-0.305,-0.225
10514,-0.305,-0.23
10515,-0.3,-0.235
10516,-0.305,-0.235
10517,-0.3,-0.225
10518,-0.285,-0.2
10519,-0.265,-0.21
10520,-0.265,-0.21
10521,-0.27,-0.215
10522,-0.28,-0.205
10523,-0.275,-0.2
10524,-0.275,-0.19
10525,-0.265,-0.19
10526,-0.265,-0.195
10527,-0.275,-0.195
10528,-0.295,-0.2
10529,-0.29,-0.175
10530,-0.29,-0.165
10531,-0.27,-0.17
10532,-0.275,-0.175
10533,-0.285,-0.18
10534,-0.3,-0.185
10535,-0.295,-0.18
10536,-0.27,-0.18
10537,-0.24,-0.175
10538,-0.245,-0.195
10539,-0.26,-0.21
10540,-0.295,-0.215
10541,-0.31,-0.21
10542,-0.315,-0.215
10543,-0.325,-0.22
10544,-0.35,-0.235
10545,-0.365,-0.24
10546,-0.385,-0.24
10547,-0.38,-0.235
10548,-0.39,-0.215
10549,-0.37,-0.23
10550,-0.37,-0.235
10551,-0.375,-0.245
10552,-0.38,-0.255
10553,-0.39,-0.245
10554,-0.385,-0.23
10555,-0.39,-0.225
10556,-0.38,-0.245
10557,-0.39,-0.24
10558,-0.4,-0.24
10559,-0.405,-0.245
10560,-0.39,-0.235
10561,-0.385,-0.245
10562,-0.385,-0.245
10563,-0.395,-0.265
10564,-0.415,-0.265
10565,-0.405,-0.245
10566,-0.4,-0.235
10567,-0.385,-0.235
10568,-0.4,-0.25
10569,-0.4,-0.27
10570,-0.42,-0.27
10571,-0.42,-0.29
10572,-0.435,-0.3
10573,-0.45,-0.33
10574,-0.495,-0.33
10575,-0.52,-0.375
10576,-0.55,-0.39
10577,-0.555,-0.41
10578,-0.565,-0.41
10579,-0.58,-0.385
10580,-0.625,-0.305
10581,-0.66,-0.2
10582,-0.61,-0.075
10583,-0.505,0.05
10584,-0.395,0.185
10585,-0.24,0.295
10586,-0.085,0.425
10587,0.115,0.525
10588,0.385,0.65
10589,0.66,0.73
10590,0.865,0.66
10591,0.955,0.4
10592,0.91,0.04
10593,0.66,-0.23
10594,0.27,-0.31
10595,-0.14,-0.285
10596,-0.425,-0.275
10597,-0.52,-0.28
10598,-0.515,-0.28
10599,-0.49,-0.28
10600,-0.465,-0.29
10601,-0.445,-0.29
10602,-0.43,-0.285
10603,-0.435,-0.285
10604,-0.435,-0.295
10605,-0.45,-0.305
10606,-0.455,-0.305
10607,-0.45,-0.31
10608,-0.45,-0.3
10609,-0.44,-0.285
10610,-0.445,-0.305
10611,-0.455,-0.32
10612,-0.46,-0.32
10613,-0.46,-0.305
10614,-0.45,-0.305
10615,-0.45,-0.305
10616,-0.445,-0.305
10617,-0.45,-0.31
10618,-0.465,-0.31
10619,-0.455,-0.315
10620,-0.44,-0.305
10621,-0.435,-0.31
10622,-0.435,-0.315
10623,-0.44,-0.325
10624,-0.46,-0.325
10625,-0.455,-0.305
10626,-0.435,-0.295
10627,-0.44,-0.29
10628,-0.455,-0.29
10629,-0.45,-0.315
10630,-0.46,-0.315
10631,-0.46,-0.315
10632,-0.45,-0.295
10633,-0.445,-0.3
10634,-0.44,-0.305
10635,-0.455,-0.31
10636,-0.465,-0.3
10637,-0.455,-0.295
10638,-0.445,-0.29
10639,-0.44,-0.3
10640,-0.435,-0.305
10641,-0.445,-0.315
10642,-0.455,-0.31
10643,-0.44,-0.31
10644,-0.425,-0.295
10645,-0.43,-0.29
10646,-0.43,-0.305
10647,-0.445,-0.31
10648,-0.45,-0.305
10649,-0.43,-0.305
10650,-0.435,-0.305
10651,-0.425,-0.31
10652,-0.43,-0.31
10653,-0.435,-0.32
10654,-0.45,-0.33
10655,-0.45,-0.32
10656,-0.45,-0.31
10657,-0.435,-0.325
10658,-0.45,-0.325
10659,-0.44,-0.34
10660,-0.455,-0.35
10661,-0.445,-0.345
10662,-0.44,-0.325
10663,-0.435,-0.335
10664,-0.45,-0.335
10665,-0.455,-0.355
10666,-0.455,-0.35
10667,-0.44,-0.36
10668,-0.44,-0.35
10669,-0.42,-0.365
10670,-0.42,-0.36
10671,-0.43,-0.37
10672,-0.445,-0.385
10673,-0.445,-0.385
10674,-0.425,-0.375
10675,-0.425,-0.39
10676,-0.42,-0.4
10677,-0.42,-0.42
10678,-0.44,-0.43
10679,-0.435,-0.42
10680,-0.43,-0.425
10681,-0.425,-0.425
10682,-0.435,-0.43
10683,-0.445,-0.45
10684,-0.46,-0.46
10685,-0.455,-0.455
10686,-0.445,-0.455
10687,-0.435,-0.465
10688,-0.435,-0.47
10689,-0.45,-0.475
10690,-0.455,-0.47
10691,-0.455,-0.47
10692,-0.445,-0.455
10693,-0.435,-0.455
10694,-0.45,-0.465
10695,-0.455,-0.47
10696,-0.445,-0.465
10697,-0.455,-0.435
10698,-0.44,-0.42
10699,-0.43,-0.4
10700,-0.415,-0.39
10701,-0.425,-0.395
10702,-0.43,-0.38
10703,-0.41,-0.355
10704,-0.395,-0.345
10705,-0.38,-0.325
10706,-0.365,-0.31
10707,-0.365,-0.31
10708,-0.37,-0.31
10709,-0.37,-0.285
10710,-0.35,-0.28
10711,-0.34,-0.275
10712,-0.335,-0.28
10713,-0.345,-0.285
10714,-0.355,-0.28
10715,-0.345,-0.255
10716,-0.34,-0.245
10717,-0.33,-0.24
10718,-0.34,-0.26
10719,-0.335,-0.27
10720,-0.355,-0.27
10721,-0.34,-0.25
10722,-0.335,-0.245
10723,-0.32,-0.255
10724,-0.325,-0.26
10725,-0.335,-0.26
10726,-0.355,-0.265
10727,-0.33,-0.245
10728,-0.325,-0.24
10729,-0.325,-0.245
10730,-0.325,-0.245
10731,-0.325,-0.26
10732,-0.35,-0.255
10733,-0.335,-0.245
10734,-0.325,-0.245
10735,-0.32,-0.24
10736,-0.325,-0.25
10737,-0.335,-0.255
10738,-0.335,-0.26
10739,-0.34,-0.255
10740,-0.325,-0.245
10741,-0.325,-0.255
10742,-0.33,-0.265
10743,-0.335,-0.265
10744,-0.345,-0.275
10745,-0.355,-0.26
10746,-0.34,-0.255
10747,-0.345,-0.265
10748,-0.34,-0.265
10749,-0.355,-0.28
10750,-0.36,-0.28
10751,-0.365,-0.275
10752,-0.36,-0.275
10753,-0.355,-0.275
10754,-0.355,-0.275
10755,-0.365,-0.285
10756,-0.37,-0.3
10757,-0.365,-0.285
10758,-0.365,-0.27
10759,-0.355,-0.27
10760,-0.355,-0.28
10761,-0.36,-0.29
10762,-0.37,-0.295
10763,-0.37,-0.3
10764,-0.37,-0.29
10765,-0.36,-0.295
10766,-0.365,-0.3
10767,-0.365,-0.31
10768,-0.385,-0.31
10769,-0.385,-0.3
10770,-0.385,-0.29
10771,-0.375,-0.295
10772,-0.38,-0.31
10773,-0.39,-0.31
10774,-0.4,-0.315
10775,-0.4,-0.31
10776,-0.385,-0.28
10777,-0.385,-0.295
10778,-0.385,-0.29
10779,-0.39,-0.3
10780,-0.4,-0.3
10781,-0.405,-0.3
10782,-0.39,-0.29
10783,-0.38,-0.295
10784,-0.38,-0.295
10785,-0.39,-0.305
10786,-0.405,-0.305
10787,-0.395,-0.295
10788,-0.39,-0.285
10789,-0.385,-0.29
10790,-0.38,-0.3
10791,-0.38,-0.3
10792,-0.39,-0.3
10793,-0.375,-0.29
10794,-0.365,-0.285
10795,-0.365,-0.285
10796,-0.375,-0.29
10797,-0.375,-0.305
10798,-0.385,-0.3
10799,-0.385,-0.3
10800,-0.385,-0.28
10801,-0.365,-0.285
10802,-0.375,-0.29
10803,-0.38,-0.29
10804,-0.39,-0.29
10805,-0.385,-0.285
10806,-0.375,-0.275
10807,-0.36,-0.285
10808,-0.37,-0.29
10809,-0.38,-0.305
10810,-0.39,-0.3
10811,-0.39,-0.295
10812,-0.375,-0.275
10813,-0.365,-0.285
10814,-0.375,-0.295
10815,-0.36,-0.31
10816,-0.37,-0.305
10817,-0.355,-0.31
10818,-0.32,-0.285
10819,-0.31,-0.295
10820,-0.3,-0.28
10821,-0.3,-0.29
10822,-0.31,-0.295
10823,-0.31,-0.285
10824,-0.285,-0.27
10825,-0.27,-0.265
10826,-0.255,-0.26
10827,-0.275,-0.27
10828,-0.275,-0.265
10829,-0.27,-0.255
10830,-0.275,-0.245
10831,-0.27,-0.25
10832,-0.28,-0.245
10833,-0.295,-0.245
10834,-0.31,-0.24
10835,-0.305,-0.23
10836,-0.295,-0.21
10837,-0.285,-0.225
10838,-0.285,-0.225
10839,-0.295,-0.24
10840,-0.315,-0.245
10841,-0.315,-0.235
10842,-0.31,-0.22
10843,-0.3,-0.225
10844,-0.29,-0.23
10845,-0.295,-0.245
10846,-0.285,-0.255
10847,-0.265,-0.26
10848,-0.265,-0.245
10849,-0.29,-0.25
10850,-0.305,-0.255
10851,-0.325,-0.27
10852,-0.355,-0.28
10853,-0.365,-0.27
10854,-0.375,-0.265
10855,-0.38,-0.275
10856,-0.385,-0.275
10857,-0.385,-0.28
10858,-0.405,-0.3
10859,-0.4,-0.29
10860,-0.385,-0.28
10861,-0.385,-0.275
10862,-0.395,-0.27
10863,-0.4,-0.295
10864,-0.42,-0.295
10865,-0.41,-0.29
10866,-0.405,-0.275
10867,-0.4,-0.285
10868,-0.405,-0.285
10869,-0.41,-0.29
10870,-0.425,-0.295
10871,-0.42,-0.29
10872,-0.42,-0.28
10873,-0.4,-0.285
10874,-0.405,-0.295
10875,-0.415,-0.3
10876,-0.43,-0.32
10877,-0.43,-0.33
10878,-0.435,-0.355
10879,-0.455,-0.365
10880,-0.495,-0.41
10881,-0.54,-0.45
10882,-0.56,-0.465
10883,-0.59,-0.405
10884,-0.63,-0.3
10885,-0.63,-0.18
10886,-0.565,-0.055
10887,-0.445,0.03
10888,-0.325,0.135
10889,-0.19,0.245
10890,0,0.36
10891,0.245,0.475
10892,0.52,0.56
10893,0.72,0.57
10894,0.835,0.44
10895,0.855,0.18
10896,0.74,-0.105
10897,0.49,-0.33
10898,0.125,-0.435
10899,-0.19,-0.45
10900,-0.425,-0.415
10901,-0.535,-0.37
10902,-0.585,-0.365
10903,-0.585,-0.355
10904,-0.55,-0.34
10905,-0.505,-0.33
10906,-0.48,-0.34
10907,-0.46,-0.34
10908,-0.45,-0.335
10909,-0.44,-0.335
10910,-0.44,-0.335
10911,-0.435,-0.34
10912,-0.45,-0.355
10913,-0.45,-0.335
10914,-0.45,-0.315
10915,-0.445,-0.325
10916,-0.435,-0.335
10917,-0.45,-0.345
10918,-0.455,-0.35
10919,-0.46,-0.34
10920,-0.465,-0.335
10921,-0.435,-0.32
10922,-0.445,-0.33
10923,-0.45,-0.34
10924,-0.45,-0.34
10925,-0.46,-0.325
10926,-0.455,-0.33
10927,-0.445,-0.33
10928,-0.445,-0.335
10929,-0.465,-0.335
10930,-0.47,-0.33
10931,-0.45,-0.325
10932,-0.455,-0.32
10933,-0.425,-0.31
10934,-0.43,-0.33
10935,-0.43,-0.335
10936,-0.455,-0.33
10937,-0.44,-0.32
10938,-0.435,-0.31
10939,-0.425,-0.31
10940,-0.435,-0.315
10941,-0.435,-0.33
10942,-0.445,-0.32
10943,-0.45,-0.32
10944,-0.44,-0.32
10945,-0.44,-0.305
10946,-0.435,-0.305
10947,-0.44,-0.325
10948,-0.44,-0.31
10949,-0.445,-0.305
10950,-0.425,-0.3
10951,-0.42,-0.295
10952,-0.415,-0.32
10953,-0.425,-0.33
10954,-0.445,-0.325
10955,-0.45,-0.325
10956,-0.435,-0.32
10957,-0.425,-0.32
10958,-0.43,-0.32
10959,-0.45,-0.33
10960,-0.45,-0.335
10961,-0.44,-0.335
10962,-0.45,-0.325
10963,-0.425,-0.335
10964,-0.435,-0.335
10965,-0.445,-0.34
10966,-0.45,-0.35
10967,-0.445,-0.34
10968,-0.44,-0.34
10969,-0.425,-0.35
10970,-0.43,-0.355
10971,-0.45,-0.365
10972,-0.45,-0.375
10973,-0.445,-0.375
10974,-0.43,-0.355
10975,-0.43,-0.37
10976,-0.435,-0.37
10977,-0.435,-0.39
10978,-0.445,-0.405
10979,-0.445,-0.41
10980,-0.43,-0.4
10981,-0.425,-0.41
10982,-0.43,-0.41
10983,-0.445,-0.41
10984,-0.435,-0.43
10985,-0.43,-0.42
10986,-0.43,-0.425
10987,-0.425,-0.425
10988,-0.42,-0.425
10989,-0.425,-0.435
10990,-0.44,-0.45
10991,-0.44,-0.44
10992,-0.435,-0.43
10993,-0.435,-0.43
10994,-0.435,-0.45
10995,-0.44,-0.45
10996,-0.455,-0.45
10997,-0.455,-0.445
10998,-0.435,-0.415
10999,-0.425,-0.415
11000,-0.43,-0.42
11001,-0.43,-0.425
11002,-0.44,-0.42
11003,-0.43,-0.405
11004,-0.43,-0.385
11005,-0.42,-0.385
11006,-0.42,-0.375
11007,-0.43,-0.365
11008,-0.425,-0.35
11009,-0.415,-0.335
11010,-0.385,-0.315
11011,-0.375,-0.295
11012,-0.365,-0.295
11013,-0.365,-0.295
11014,-0.37,-0.305
11015,-0.355,-0.28
11016,-0.365,-0.265
11017,-0.35,-0.27
11018,-0.34,-0.26
11019,-0.345,-0.275
11020,-0.345,-0.275
11021,-0.35,-0.265
11022,-0.355,-0.26
11023,-0.345,-0.26
11024,-0.335,-0.26
11025,-0.335,-0.255
11026,-0.345,-0.26
11027,-0.345,-0.25
11028,-0.34,-0.265
11029,-0.33,-0.265
11030,-0.335,-0.265
11031,-0.355,-0.27
11032,-0.36,-0.27
11033,-0.36,-0.25
11034,-0.355,-0.255
11035,-0.345,-0.25
11036,-0.34,-0.24
11037,-0.345,-0.265
11038,-0.35,-0.27
11039,-0.355,-0.27
11040,-0.34,-0.26
11041,-0.34,-0.26
11042,-0.34,-0.26
11043,-0.35,-0.27
11044,-0.375,-0.28
11045,-0.36,-0.275
11046,-0.355,-0.27
11047,-0.34,-0.265
11048,-0.345,-0.275
11049,-0.36,-0.285
11050,-0.385,-0.29
11051,-0.375,-0.27
11052,-0.365,-0.26
11053,-0.36,-0.275
11054,-0.365,-0.28
11055,-0.385,-0.29
11056,-0.395,-0.31
11057,-0.395,-0.295
11058,-0.38,-0.275
11059,-0.38,-0.29
11060,-0.375,-0.28
11061,-0.38,-0.285
11062,-0.4,-0.29
11063,-0.395,-0.28
11064,-0.375,-0.275
11065,-0.375,-0.285
11066,-0.385,-0.295
11067,-0.395,-0.305
11068,-0.4,-0.305
11069,-0.41,-0.285
11070,-0.39,-0.275
11071,-0.385,-0.285
11072,-0.38,-0.29
11073,-0.39,-0.31
11074,-0.415,-0.32
11075,-0.41,-0.305
11076,-0.4,-0.285
11077,-0.395,-0.28
11078,-0.385,-0.3
11079,-0.4,-0.3
11080,-0.42,-0.305
11081,-0.425,-0.31
11082,-0.415,-0.295
11083,-0.41,-0.295
11084,-0.41,-0.295
11085,-0.43,-0.305
11086,-0.43,-0.31
11087,-0.43,-0.3
11088,-0.42,-0.285
11089,-0.42,-0.29
11090,-0.415,-0.305
11091,-0.42,-0.305
11092,-0.42,-0.305
11093,-0.415,-0.29
11094,-0.415,-0.28
11095,-0.4,-0.295
11096,-0.39,-0.285
11097,-0.4,-0.305
11098,-0.41,-0.3
11099,-0.415,-0.295
11100,-0.405,-0.3
11101,-0.4,-0.3
11102,-0.4,-0.295
11103,-0.41,-0.295
11104,-0.42,-0.305
11105,-0.42,-0.29
11106,-0.41,-0.29
11107,-0.4,-0.295
11108,-0.415,-0.295
11109,-0.42,-0.31
11110,-0.43,-0.31
11111,-0.425,-0.3
11112,-0.41,-0.29
11113,-0.395,-0.29
11114,-0.38,-0.285
11115,-0.375,-0.305
11116,-0.37,-0.32
11117,-0.355,-0.295
11118,-0.345,-0.28
11119,-0.335,-0.275
11120,-0.335,-0.27
11121,-0.335,-0.28
11122,-0.335,-0.275
11123,-0.31,-0.27
11124,-0.3,-0.26
11125,-0.305,-0.265
11126,-0.295,-0.26
11127,-0.29,-0.26
11128,-0.3,-0.255
11129,-0.3,-0.255
11130,-0.295,-0.245
11131,-0.295,-0.24
11132,-0.305,-0.25
11133,-0.315,-0.25
11134,-0.33,-0.25
11135,-0.325,-0.25
11136,-0.325,-0.23
11137,-0.32,-0.24
11138,-0.315,-0.24
11139,-0.33,-0.245
11140,-0.355,-0.26
11141,-0.345,-0.245
11142,-0.32,-0.25
11143,-0.295,-0.26
11144,-0.305,-0.265
11145,-0.325,-0.285
11146,-0.375,-0.29
11147,-0.38,-0.28
11148,-0.385,-0.27
11149,-0.395,-0.28
11150,-0.405,-0.29
11151,-0.42,-0.3
11152,-0.435,-0.3
11153,-0.43,-0.29
11154,-0.42,-0.28
11155,-0.405,-0.285
11156,-0.4,-0.285
11157,-0.415,-0.305
11158,-0.435,-0.315
11159,-0.44,-0.295
11160,-0.45,-0.295
11161,-0.43,-0.3
11162,-0.44,-0.295
11163,-0.445,-0.305
11164,-0.45,-0.31
11165,-0.455,-0.305
11166,-0.45,-0.305
11167,-0.435,-0.3
11168,-0.44,-0.29
11169,-0.45,-0.305
11170,-0.46,-0.305
11171,-0.445,-0.3
11172,-0.44,-0.295
11173,-0.435,-0.3
11174,-0.43,-0.31
11175,-0.435,-0.335
11176,-0.46,-0.36
11177,-0.49,-0.37
11178,-0.51,-0.38
11179,-0.525,-0.405
11180,-0.55,-0.41
11181,-0.595,-0.38
11182,-0.645,-0.295
11183,-0.645,-0.18
11184,-0.555,-0.095
11185,-0.435,-0.015
11186,-0.305,0.05
11187,-0.135,0.15
11188,0.105,0.255
11189,0.4,0.34
11190,0.655,0.345
11191,0.795,0.175
11192,0.79,-0.115
11193,0.6,-0.355
11194,0.23,-0.455
11195,-0.145,-0.425
11196,-0.4,-0.37
11197,-0.52,-0.355
11198,-0.56,-0.345
11199,-0.55,-0.345
11200,-0.505,-0.345
11201,-0.465,-0.34
11202,-0.46,-0.335
11203,-0.455,-0.345
11204,-0.455,-0.335
11205,-0.45,-0.34
11206,-0.465,-0.345
11207,-0.46,-0.335
11208,-0.465,-0.32
11209,-0.47,-0.33
11210,-0.47,-0.33
11211,-0.47,-0.35
11212,-0.49,-0.36
11213,-0.485,-0.35
11214,-0.47,-0.33
11215,-0.465,-0.34
11216,-0.46,-0.34
11217,-0.465,-0.35
11218,-0.47,-0.355
11219,-0.48,-0.35
11220,-0.475,-0.33
11221,-0.465,-0.335
11222,-0.455,-0.335
11223,-0.475,-0.34
11224,-0.48,-0.345
11225,-0.46,-0.325
11226,-0.45,-0.32
11227,-0.44,-0.315
11228,-0.445,-0.325
11229,-0.445,-0.335
11230,-0.46,-0.345
11231,-0.455,-0.34
11232,-0.455,-0.335
11233,-0.465,-0.315
11234,-0.455,-0.325
11235,-0.48,-0.33
11236,-0.465,-0.345
11237,-0.465,-0.335
11238,-0.455,-0.32
11239,-0.455,-0.32
11240,-0.46,-0.32
11241,-0.475,-0.345
11242,-0.48,-0.345
11243,-0.47,-0.325
11244,-0.465,-0.315
11245,-0.455,-0.32
11246,-0.465,-0.32
11247,-0.45,-0.345
11248,-0.455,-0.34
11249,-0.45,-0.335
11250,-0.435,-0.325
11251,-0.43,-0.325
11252,-0.44,-0.33
11253,-0.445,-0.34
11254,-0.455,-0.345
11255,-0.455,-0.335
11256,-0.45,-0.33
11257,-0.44,-0.335
11258,-0.435,-0.34
11259,-0.455,-0.335
11260,-0.465,-0.335
11261,-0.455,-0.335
11262,-0.44,-0.34
11263,-0.44,-0.345
11264,-0.44,-0.345
11265,-0.44,-0.36
11266,-0.46,-0.37
11267,-0.455,-0.36
11268,-0.45,-0.35
11269,-0.43,-0.36
11270,-0.435,-0.37
11271,-0.455,-0.395
11272,-0.475,-0.4
11273,-0.475,-0.39
11274,-0.47,-0.4
11275,-0.46,-0.4
11276,-0.47,-0.41
11277,-0.465,-0.415
11278,-0.485,-0.425
11279,-0.49,-0.425
11280,-0.465,-0.43
11281,-0.46,-0.44
11282,-0.46,-0.44
11283,-0.475,-0.455
11284,-0.49,-0.475
11285,-0.5,-0.46
11286,-0.495,-0.445
11287,-0.485,-0.455
11288,-0.47,-0.46
11289,-0.485,-0.475
11290,-0.5,-0.48
11291,-0.5,-0.465
11292,-0.49,-0.445
11293,-0.475,-0.43
11294,-0.475,-0.415
11295,-0.465,-0.42
11296,-0.48,-0.405
11297,-0.455,-0.395
11298,-0.445,-0.375
11299,-0.425,-0.37
11300,-0.41,-0.345
11301,-0.405,-0.35
11302,-0.42,-0.34
11303,-0.42,-0.33
11304,-0.4,-0.31
11305,-0.375,-0.305
11306,-0.36,-0.305
11307,-0.36,-0.305
11308,-0.375,-0.285
11309,-0.36,-0.285
11310,-0.345,-0.26
11311,-0.325,-0.27
11312,-0.325,-0.285
11313,-0.34,-0.29
11314,-0.345,-0.305
11315,-0.36,-0.295
11316,-0.355,-0.29
11317,-0.355,-0.275
11318,-0.355,-0.265
11319,-0.365,-0.29
11320,-0.36,-0.29
11321,-0.355,-0.28
11322,-0.33,-0.27
11323,-0.335,-0.265
11324,-0.35,-0.275
11325,-0.345,-0.29
11326,-0.36,-0.29
11327,-0.355,-0.285
11328,-0.37,-0.265
11329,-0.34,-0.28
11330,-0.335,-0.28
11331,-0.335,-0.3
11332,-0.345,-0.3
11333,-0.35,-0.285
11334,-0.35,-0.275
11335,-0.34,-0.285
11336,-0.345,-0.3
11337,-0.36,-0.3
11338,-0.365,-0.3
11339,-0.36,-0.285
11340,-0.35,-0.275
11341,-0.35,-0.29
11342,-0.35,-0.3
11343,-0.365,-0.31
11344,-0.38,-0.305
11345,-0.375,-0.28
11346,-0.37,-0.275
11347,-0.37,-0.285
11348,-0.365,-0.295
11349,-0.365,-0.3
11350,-0.375,-0.305
11351,-0.38,-0.29
11352,-0.375,-0.295
11353,-0.37,-0.305
11354,-0.375,-0.31
11355,-0.39,-0.325
11356,-0.41,-0.315
11357,-0.4,-0.305
11358,-0.39,-0.29
11359,-0.365,-0.3
11360,-0.37,-0.3
11361,-0.375,-0.305
11362,-0.39,-0.32
11363,-0.385,-0.31
11364,-0.375,-0.3
11365,-0.365,-0.3
11366,-0.375,-0.315
11367,-0.395,-0.315
11368,-0.405,-0.32
11369,-0.405,-0.305
11370,-0.395,-0.295
11371,-0.39,-0.305
11372,-0.4,-0.31
11373,-0.4,-0.32
11374,-0.4,-0.315
11375,-0.405,-0.305
11376,-0.405,-0.29
11377,-0.39,-0.295
11378,-0.39,-0.295
11379,-0.395,-0.31
11380,-0.4,-0.32
11381,-0.41,-0.31
11382,-0.4,-0.3
11383,-0.385,-0.285
11384,-0.375,-0.295
11385,-0.395,-0.305
11386,-0.395,-0.315
11387,-0.395,-0.295
11388,-0.385,-0.295
11389,-0.38,-0.285
11390,-0.385,-0.28
11391,-0.38,-0.3
11392,-0.38,-0.305
11393,-0.38,-0.3
11394,-0.37,-0.29
11395,-0.38,-0.295
11396,-0.37,-0.295
11397,-0.38,-0.305
11398,-0.385,-0.31
11399,-0.4,-0.295
11400,-0.375,-0.285
11401,-0.365,-0.3
11402,-0.345,-0.3
11403,-0.355,-0.295
11404,-0.35,-0.305
11405,-0.35,-0.29
11406,-0.33,-0.285
11407,-0.315,-0.285
11408,-0.31,-0.27
11409,-0.305,-0.28
11410,-0.315,-0.28
11411,-0.315,-0.26
11412,-0.3,-0.255
11413,-0.275,-0.26
11414,-0.28,-0.255
11415,-0.285,-0.265
11416,-0.29,-0.255
11417,-0.285,-0.25
11418,-0.27,-0.245
11419,-0.27,-0.245
11420,-0.275,-0.255
11421,-0.275,-0.255
11422,-0.285,-0.265
11423,-0.29,-0.25
11424,-0.295,-0.24
11425,-0.285,-0.235
11426,-0.285,-0.225
11427,-0.285,-0.245
11428,-0.3,-0.24
11429,-0.3,-0.245
11430,-0.295,-0.24
11431,-0.29,-0.25
11432,-0.27,-0.245
11433,-0.27,-0.26
11434,-0.285,-0.265
11435,-0.3,-0.25
11436,-0.315,-0.245
11437,-0.32,-0.26
11438,-0.33,-0.27
11439,-0.36,-0.285
11440,-0.39,-0.29
11441,-0.395,-0.285
11442,-0.415,-0.27
11443,-0.395,-0.27
11444,-0.4,-0.28
11445,-0.395,-0.29
11446,-0.405,-0.295
11447,-0.415,-0.285
11448,-0.4,-0.275
11449,-0.405,-0.27
11450,-0.4,-0.275
11451,-0.405,-0.3
11452,-0.405,-0.295
11453,-0.41,-0.275
11454,-0.405,-0.28
11455,-0.4,-0.285
11456,-0.41,-0.28
11457,-0.42,-0.29
11458,-0.43,-0.29
11459,-0.425,-0.285
11460,-0.42,-0.28
11461,-0.405,-0.27
11462,-0.42,-0.285
11463,-0.415,-0.31
11464,-0.435,-0.33
11465,-0.445,-0.345
11466,-0.47,-0.345
11467,-0.5,-0.365
11468,-0.52,-0.395
11469,-0.545,-0.39
11470,-0.595,-0.33
11471,-0.625,-0.21
11472,-0.59,-0.075
11473,-0.49,0.01
11474,-0.34,0.075
11475,-0.195,0.155
11476,-0.015,0.255
11477,0.245,0.385
11478,0.52,0.49
11479,0.745,0.475
11480,0.885,0.28
11481,0.88,-0.04
11482,0.68,-0.325
11483,0.325,-0.42
11484,-0.08,-0.39
11485,-0.355,-0.35
11486,-0.5,-0.335
11487,-0.55,-0.33
11488,-0.535,-0.315
11489,-0.485,-0.29
11490,-0.455,-0.28
11491,-0.44,-0.285
11492,-0.445,-0.295
11493,-0.44,-0.305
11494,-0.445,-0.29
11495,-0.44,-0.295
11496,-0.43,-0.295
11497,-0.425,-0.285
11498,-0.415,-0.295
11499,-0.435,-0.305
11500,-0.45,-0.295
11501,-0.445,-0.285
11502,-0.43,-0.265
11503,-0.425,-0.28
11504,-0.43,-0.28
11505,-0.44,-0.3
11506,-0.46,-0.3
11507,-0.455,-0.29
11508,-0.46,-0.275
11509,-0.455,-0.255
11510,-0.44,-0.27
11511,-0.45,-0.285
